,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,ZIP_CODE
1647190,170309254,03/21/2017 12:00:00 AM,03/21/2017 12:00:00 AM,1220,3,Southwest,395,1,110,CRIMINAL HOMICIDE,0411 0344 0334 1310,46,M,B,101.0,STREET,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,4000 S  WESTERN                      AV,,34.0109,-118.3089,90062
1647714,170315885,06/27/2017 12:00:00 AM,06/27/2017 12:00:00 AM,840,3,Southwest,392,1,110,CRIMINAL HOMICIDE,1501,17,M,B,707.0,GARAGE/CARPORT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,648.0,,,4800    CRENSHAW                     BL,,34.0,-118.3308,90043
1648025,171214256,05/23/2017 12:00:00 AM,05/23/2017 12:00:00 AM,1300,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1259 1100 0906 1310 0334 0430 0342 1407 1270,17,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,79TH                         ST,MCKINLEY                     AV,33.9675,-118.2608,90001
1649258,171808179,03/17/2017 12:00:00 AM,03/17/2017 12:00:00 AM,2005,18,Southeast,1881,1,110,CRIMINAL HOMICIDE,1100 1407 0430,23,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,15100 S  FIGUEROA                     ST,,33.8887,-118.287,90247
1649834,172021879,12/10/2017 12:00:00 AM,12/06/2017 12:00:00 AM,1905,20,Olympic,2091,1,110,CRIMINAL HOMICIDE,1402 0411 1416,26,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,2000    ARLINGTON                    AV,,34.039,-118.3177,90018
1649917,170309080,03/19/2017 12:00:00 AM,03/19/2017 12:00:00 AM,130,3,Southwest,353,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0906 1218 1270 1407 1402,30,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,3700    CHESAPEAKE                   AV,,34.0195,-118.3452,90008
1650394,171613239,08/18/2017 12:00:00 AM,08/18/2017 12:00:00 AM,1030,16,Foothill,1689,1,110,CRIMINAL HOMICIDE,1402 0416 1409 0913 2004 1218,31,M,H,110.0,FREEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,GOLDEN STATE                 FY,LANKERSHIM                   BL,34.2226,-118.3713,91605
1650656,171816327,08/06/2017 12:00:00 AM,08/06/2017 12:00:00 AM,309,18,Southeast,1839,1,110,CRIMINAL HOMICIDE,1402 0906 0342 1309 0411 0334 0445 0326,25,M,H,101.0,STREET,204.0,FOLDING KNIFE,AO,Adult Other,110.0,,,,10800    KALMIA                       ST,,33.9374,-118.2321,90002
1651242,171810481,04/27/2017 12:00:00 AM,04/27/2017 12:00:00 AM,325,18,Southeast,1804,1,110,CRIMINAL HOMICIDE,2004 1309 1822 1100 0430 1407,20,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,E  88TH                         PL,CENTRAL                      AV,33.9565,-118.2564,90002
1651538,171804744,01/14/2017 12:00:00 AM,01/13/2017 12:00:00 AM,2035,18,Southeast,1836,1,110,CRIMINAL HOMICIDE,0906 0946 1100 0302 0342 0430 0216 1310 1259 0371,17,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,106TH                        ST,FIRTH                        BL,33.9383,-118.2494,90002
1654263,171317934,08/07/2017 12:00:00 AM,08/07/2017 12:00:00 AM,1953,13,Newton,1309,1,110,CRIMINAL HOMICIDE,1407 0302 0334 1100 0430 0907 1419 0906 1218,38,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2000 E  8TH                          ST,,34.0295,-118.2357,90021
1654375,171310846,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,1750,13,Newton,1361,1,110,CRIMINAL HOMICIDE,0430 0429 0302 0334 1100 0906 1402,24,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,50TH                         ST,BROADWAY                     ST,33.9974,-118.2783,90037
1654541,171019875,12/14/2017 12:00:00 AM,12/13/2017 12:00:00 AM,1100,10,West Valley,1021,1,110,CRIMINAL HOMICIDE,1402,32,M,B,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AA,Adult Arrest,110.0,998.0,,,7000    TUNNEY                       AV,,34.1975,-118.557,91335
1655721,171323653,11/05/2017 12:00:00 AM,11/05/2017 12:00:00 AM,1822,13,Newton,1371,1,110,CRIMINAL HOMICIDE,1100 0906 0302 0334 0430 1402 1407,31,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,200 W  57TH                         ST,,33.9906,-118.2761,90037
1657451,171808031,03/15/2017 12:00:00 AM,03/15/2017 12:00:00 AM,15,18,Southeast,1837,1,110,CRIMINAL HOMICIDE,1309 1100 1402 1407 0906 1313 0302 0430,23,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,GRANDEE                      AV,104TH                        ST,33.9415,-118.2436,90002
1658376,171217484,07/05/2017 12:00:00 AM,07/05/2017 12:00:00 AM,1605,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1100 0430 0906 0334 0342 1309 1270,26,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1000 E  84TH                         PL,,33.961999999999996,-118.2575,90001
1658447,170516122,09/17/2017 12:00:00 AM,09/16/2017 12:00:00 AM,2219,5,Harbor,514,1,110,CRIMINAL HOMICIDE,0399 1100 1300 0430 1259 0906 1402,15,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,1300    FRIGATE                      AV,,33.7877,-118.2778,90744
1658796,170105512,01/26/2017 12:00:00 AM,01/26/2017 12:00:00 AM,1443,1,Central,111,1,110,CRIMINAL HOMICIDE,0411 1202 0906,64,M,A,703.0,ENTERTAINMENT/COMEDY CLUB (OTHER),207.0,OTHER KNIFE,AA,Adult Arrest,110.0,,,,400    GIN LING                     WY,,34.0656,-118.2374,90012
1659336,170414830,08/31/2017 12:00:00 AM,08/31/2017 12:00:00 AM,1700,4,Hollenbeck,423,1,110,CRIMINAL HOMICIDE,0416 1402 1218,38,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),310.0,CONCRETE BLOCK/BRICK,IC,Invest Cont,110.0,998.0,,,1800    HANCOCK                      ST,,34.0649,-118.209,90033
1659933,171922786,12/06/2017 12:00:00 AM,12/06/2017 12:00:00 AM,2050,19,Mission,1981,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0906 0371,29,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,8700    LANGDON                      AV,,34.2283,-118.4699,91343
1660110,170110825,04/03/2017 12:00:00 AM,04/03/2017 12:00:00 AM,2130,1,Central,166,1,110,CRIMINAL HOMICIDE,1402 0411 0429 1310 2004,53,M,H,116.0,OTHER/OUTSIDE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,7TH,SAN PEDRO                    ST,34.0407,-118.2468,90014
1660188,172016990,09/10/2017 12:00:00 AM,09/10/2017 12:00:00 AM,2215,20,Olympic,2074,1,110,CRIMINAL HOMICIDE,1402 1407 1409 0906 0302 0334 0430 0449 1100,45,M,H,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,2000    VENICE                       BL,,34.0437,-118.3006,90006
1660192,171508100,03/10/2017 12:00:00 AM,03/10/2017 12:00:00 AM,1940,15,N Hollywood,1515,1,110,CRIMINAL HOMICIDE,0430 1100 2000,42,F,H,101.0,STREET,102.0,HAND GUN,AO,Adult Other,110.0,998.0,,,6800    SIMPSON                      AV,,34.194,-118.3889,91606
1660633,171207154,02/14/2017 12:00:00 AM,02/14/2017 12:00:00 AM,1850,12,77th Street,1233,1,110,CRIMINAL HOMICIDE,1100 0430 1202 1813 1821 0302 2000 1419 0416,73,F,B,501.0,SINGLE FAMILY DWELLING,104.0,SHOTGUN,AA,Adult Arrest,110.0,,,,1700 W  60TH                         ST,,33.9859,-118.3068,90062
1661503,170508605,04/10/2017 12:00:00 AM,04/10/2017 12:00:00 AM,1651,5,Harbor,504,1,110,CRIMINAL HOMICIDE,0411 1309 0906,26,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,,,,1600 W  DEL AMO                      BL,,33.8468,-118.3066,90501
1661519,170501274,10/16/2017 12:00:00 AM,10/16/2017 12:00:00 AM,1750,5,Harbor,531,1,110,CRIMINAL HOMICIDE,1251 1100 0206 0430 0906 1259,16,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1500 W  ANAHEIM                      ST,,33.7845,-118.302,90710
1662418,170409334,04/29/2017 12:00:00 AM,04/29/2017 12:00:00 AM,340,4,Hollenbeck,448,1,110,CRIMINAL HOMICIDE,1100 0430 0906,32,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,LANCASTER,MURCHINSON,34.0591,-118.1965,90033
1662906,171312902,05/22/2017 12:00:00 AM,05/22/2017 12:00:00 AM,228,13,Newton,1322,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0906,28,M,H,109.0,PARK/PLAYGROUND,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,2400    TRINITY                      ST,,34.0242,-118.2623,90011
1665060,172014189,07/20/2017 12:00:00 AM,07/20/2017 12:00:00 AM,40,20,Olympic,2081,1,110,CRIMINAL HOMICIDE,1402 1310 0302 1100 0430,56,M,H,104.0,DRIVEWAY,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,1600 S  VAN NESS                     AV,,34.0436,-118.3164,90018
1666135,171822842,11/20/2017 12:00:00 AM,11/20/2017 12:00:00 AM,1125,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0906 1100 0430,42,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,11200 S  FIGUEROA                     ST,,33.9329,-118.2826,90061
1667026,170516049,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,1132,5,Harbor,525,1,110,CRIMINAL HOMICIDE,1309 1100 0430 0906,18,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,300    GULF                         AV,,33.7722,-118.2723,90744
1668011,171907359,03/04/2017 12:00:00 AM,03/04/2017 12:00:00 AM,2049,19,Mission,1995,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1270,22,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,14600    BLYTHE                       ST,,34.2152,-118.45100000000001,91405
1668353,180600613,01/23/2018 12:00:00 AM,01/22/2018 12:00:00 AM,2300,6,Hollywood,647,1,110,CRIMINAL HOMICIDE,1218 1402 0416 0449 1401 1409 2004,45,M,H,110.0,FREEWAY,308.0,STICK,AA,Adult Arrest,110.0,998.0,,,VENTURA                      BL,SUNSET                       BL,34.0998,-118.3211,90028
1671000,181224016,10/03/2018 12:00:00 AM,10/03/2018 12:00:00 AM,1235,12,77th Street,1219,1,110,CRIMINAL HOMICIDE,1402 1309 0430 1100 0906 1270,24,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,5300 S  FIGUEROA                     ST,,33.9942,-118.2827,90037
1672697,181014127,08/09/2018 12:00:00 AM,08/07/2018 12:00:00 AM,2330,10,West Valley,1067,1,110,CRIMINAL HOMICIDE,0430 1402 1100 1813 0395,61,M,W,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other,110.0,998.0,,,17100    ADDISON                      ST,,34.1618,-118.507,91316
1672803,181215427,06/05/2018 12:00:00 AM,06/05/2018 12:00:00 AM,830,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0430 0906 1270,36,M,B,104.0,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,800 E  84TH                         ST,,33.9629,-118.2608,90003
1672982,180300703,05/22/2018 12:00:00 AM,05/21/2018 12:00:00 AM,1300,3,Southwest,373,1,110,CRIMINAL HOMICIDE,1202 0400 1402 1100 0913 0430,65,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,3900 S  BRONSON                      AV,,34.0146,-118.3338,90008
1673340,181911161,05/15/2018 12:00:00 AM,05/15/2018 12:00:00 AM,2212,19,Mission,1989,1,110,CRIMINAL HOMICIDE,0430 1310 1100,42,M,W,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,12800    CANTARA                      ST,,34.2246,-118.4153,91605
1673675,181229832,12/23/2018 12:00:00 AM,12/23/2018 12:00:00 AM,1334,12,77th Street,1265,1,110,CRIMINAL HOMICIDE,1100 1310 0430 0302 1309 1266 1822,21,M,B,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,110.0,,,,MANCHESTER                   BL,NORMANDIE                    AV,33.96,-118.3003,90047
1674201,181812286,05/26/2018 12:00:00 AM,05/26/2018 12:00:00 AM,1335,18,Southeast,1832,1,110,CRIMINAL HOMICIDE,0430 1100 0411 0906 1407 1402,49,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,10700 S  MAIN                         ST,,33.9392,-118.2739,90044
1675319,180123968,09/16/2018 12:00:00 AM,09/16/2018 12:00:00 AM,430,1,Central,152,1,110,CRIMINAL HOMICIDE,0400 0416 1218 2004 0344,59,M,B,102.0,SIDEWALK,304.0,CLUB/BAT,AA,Adult Arrest,110.0,,,,700    WILSHIRE                     BL,,34.0487,-118.2571,90017
1675508,180209537,04/12/2018 12:00:00 AM,04/12/2018 12:00:00 AM,100,2,Rampart,275,1,110,CRIMINAL HOMICIDE,1100 0430 1223,39,M,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,,,,1600 W  11TH                         ST,,34.0506,-118.2769,90057
1676694,180907668,03/10/2018 12:00:00 AM,03/10/2018 12:00:00 AM,2050,9,Van Nuys,919,1,110,CRIMINAL HOMICIDE,0216 0430 0302 1822,47,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,6700    GREENBUSH                    AV,,34.1922,-118.4257,91401
1677342,182107084,03/03/2018 12:00:00 AM,03/03/2018 12:00:00 AM,2200,21,Topanga,2136,1,110,CRIMINAL HOMICIDE,1309 0906,34,F,H,103.0,ALLEY,307.0,VEHICLE,AA,Adult Arrest,110.0,,,,7300    MILWOOD                      AV,,34.2029,-118.5943,91303
1677782,181100849,11/11/2018 12:00:00 AM,11/11/2018 12:00:00 AM,335,11,Northeast,1123,1,110,CRIMINAL HOMICIDE,1100 0430 1218 0395,40,M,W,501.0,SINGLE FAMILY DWELLING,104.0,SHOTGUN,AO,Adult Other,110.0,,,,3100    GLENMANOR                    PL,,34.117,-118.2637,90039
1680030,180305553,01/24/2018 12:00:00 AM,01/24/2018 12:00:00 AM,1100,3,Southwest,399,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1218,42,M,B,152.0,UNDERPASS/BRIDGE*,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,42ND                         ST,FLOWER                       ST,34.0074,-118.2815,90037
1680320,181113057,07/06/2018 12:00:00 AM,07/06/2018 12:00:00 AM,950,11,Northeast,1181,1,110,CRIMINAL HOMICIDE,0369 0446 0400 1218 2004 1402,50,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,998.0,,,1400    GLENDALE                     BL,,34.0808,-118.2655,90026
1681876,181206790,02/07/2018 12:00:00 AM,02/06/2018 12:00:00 AM,1200,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,0430 0906,24,M,B,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,110.0,,,,5400    11TH                         AV,,33.9932,-118.3294,90043
1683207,181906784,02/23/2018 12:00:00 AM,02/22/2018 12:00:00 AM,1830,19,Mission,1924,1,110,CRIMINAL HOMICIDE,0411 0906,23,F,H,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,906.0,,,15000    CRESTKNOLL                   DR,,34.288000000000004,-118.4588,91340
1683895,181612720,08/08/2018 12:00:00 AM,08/08/2018 12:00:00 AM,830,16,Foothill,1679,1,110,CRIMINAL HOMICIDE,1402 0411,27,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,998.0,,,7800    LA TUNA CANYON               RD,,34.2338,-118.3015,91352
1684023,181813367,06/19/2018 12:00:00 AM,06/19/2018 12:00:00 AM,820,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,1501,25,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),506.0,FIRE,AA,Adult Arrest,110.0,,,,300 W  94TH                         ST,,33.951,-118.2781,90044
1684254,181812334,05/27/2018 12:00:00 AM,05/27/2018 12:00:00 AM,2005,18,Southeast,1844,1,110,CRIMINAL HOMICIDE,2000 0408 1814 0440,52,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,11200    TOWNE                        AV,,33.933,-118.2673,90061
1685800,191315178,07/18/2019 12:00:00 AM,11/24/2018 12:00:00 AM,202,13,Newton,1322,1,110,CRIMINAL HOMICIDE,0416 0429 1402,53,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,998.0,,,600 E  21ST                         ST,,34.0268,-118.2605,90015
1686009,180921758,12/06/2018 12:00:00 AM,12/06/2018 12:00:00 AM,2215,9,Van Nuys,905,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1822 0371,22,M,H,707.0,GARAGE/CARPORT,102.0,HAND GUN,IC,Invest Cont,110.0,,,,7300    VISTA DEL MONTE              AV,,34.203,-118.4501,91405
1686957,181200861,06/02/2018 12:00:00 AM,06/02/2018 12:00:00 AM,1640,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0416 1100 0430 0906 2000,29,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,800 W  73RD                         ST,,33.9737,-118.2871,90003
1687553,180225215,12/27/2018 12:00:00 AM,12/27/2018 12:00:00 AM,1246,2,Rampart,299,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1300 1313 0216 1402,32,M,H,707.0,GARAGE/CARPORT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,1000 W  VENICE                       BL,,34.0407,-118.2773,90015
1687579,181824104,12/15/2018 12:00:00 AM,12/14/2018 12:00:00 AM,2325,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0430 1100 1407 0309,30,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,93RD                         ST,GRAND                        AV,33.9519,-118.2797,90044
1688607,181100579,02/22/2018 12:00:00 AM,02/22/2018 12:00:00 AM,720,11,Northeast,1186,1,110,CRIMINAL HOMICIDE,1601 0406 0400 0416 1218 1402,22,M,H,109.0,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,800    ACADEMY                      RD,,34.0828,-118.2365,90031
1690295,181911797,05/28/2018 12:00:00 AM,05/28/2018 12:00:00 AM,2140,19,Mission,1916,1,110,CRIMINAL HOMICIDE,0430 0906 1100,21,M,H,109.0,PARK/PLAYGROUND,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,906.0,,,13100    BORDEN                       AV,,34.3083,-118.4442,91340
1692503,180707604,03/18/2018 12:00:00 AM,03/18/2018 12:00:00 AM,2200,7,Wilshire,776,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1270 0342 1413 1402 1407,22,M,H,102.0,SIDEWALK,107.0,OTHER FIREARM,IC,Invest Cont,110.0,998.0,,,4700 W  17TH                         ST,,34.0441,-118.3378,90019
1692988,180313674,05/28/2018 12:00:00 AM,05/28/2018 12:00:00 AM,1528,3,Southwest,357,1,110,CRIMINAL HOMICIDE,1309 1100 0430 1202 1402 1218,65,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,3500 S  NORMANDIE                    AV,,34.0246,-118.3002,90018
1694186,180311278,04/21/2018 12:00:00 AM,04/21/2018 12:00:00 AM,2330,3,Southwest,313,1,110,CRIMINAL HOMICIDE,1402 1802 0361 2002 1206 0408 0411,34,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,IC,Invest Cont,110.0,,,,4000 W  ADAMS                        BL,,34.0326,-118.3284,90018
1694212,181608468,04/22/2018 12:00:00 AM,04/22/2018 12:00:00 AM,1300,16,Foothill,1623,1,110,CRIMINAL HOMICIDE,1309 1100 0906 1809 1816 1270 0946 0430 1402,43,M,H,108.0,PARKING LOT,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,10700    CARL PLACE,,34.2668,-118.4157,91331
1696889,181604273,01/06/2018 12:00:00 AM,01/06/2018 12:00:00 AM,2145,16,Foothill,1605,1,110,CRIMINAL HOMICIDE,0906 1816 1100 1309 0430 1270,23,M,H,103.0,ALLEY,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,12200    VAN NUYS                     BL,,34.2833,-118.3985,91342
1697309,181205475,01/19/2018 12:00:00 AM,01/19/2018 12:00:00 AM,2235,12,77th Street,1255,1,110,CRIMINAL HOMICIDE,0416 0446 0411 1402 0342,24,F,B,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,,,,1300 W  FLORENCE                     AV,,33.9746,-118.2981,90044
1697845,181018938,11/23/2018 12:00:00 AM,11/22/2018 12:00:00 AM,1100,10,West Valley,1015,1,110,CRIMINAL HOMICIDE,2000 1813 0400 0444,30,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110.0,,,,7500    ENFIELD                      AV,,34.2066,-118.5241,91335
1698674,180509738,04/27/2018 12:00:00 AM,04/27/2018 12:00:00 AM,1252,5,Harbor,518,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309,22,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,Q                            ST,BANNING                      BL,33.7957,-118.2588,90744
1698775,181823476,12/03/2018 12:00:00 AM,12/03/2018 12:00:00 AM,1205,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,0906 1100 0430 0216,46,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,88TH                         ST,BROADWAY,33.9574,-118.2782,90003
1702003,181212509,04/27/2018 12:00:00 AM,04/27/2018 12:00:00 AM,2058,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,1100 0216 0430,15,F,B,210.0,RESTAURANT/FAST FOOD,102.0,HAND GUN,IC,Invest Cont,110.0,,,,7700 S  WESTERN                      AV,,33.97,-118.309,90047
1702451,181312998,06/03/2018 12:00:00 AM,06/03/2018 12:00:00 AM,146,13,Newton,1395,1,110,CRIMINAL HOMICIDE,1309 1100 0430 0432 1240 0906 1407,36,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,AVALON                       BL,66TH                         ST,33.9797,-118.2652,90001
1708093,180313384,05/22/2018 12:00:00 AM,05/21/2018 12:00:00 AM,1300,3,Southwest,373,1,110,CRIMINAL HOMICIDE,1202 0400 1402 0430,83,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,3900 S  BRONSON                      AV,,34.0146,-118.3338,90008
1708234,180105043,01/16/2018 12:00:00 AM,01/16/2018 12:00:00 AM,1855,1,Central,105,1,110,CRIMINAL HOMICIDE,0430 1100 0907,23,M,H,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,CASANOVA,PARK ROW,34.0748,-118.2317,90031
1708996,181414183,06/14/2018 12:00:00 AM,06/14/2018 12:00:00 AM,1,14,Pacific,1489,1,110,CRIMINAL HOMICIDE,1401 1402 1407 1218 0430 1100 1223,44,M,W,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,LA CIENEGA                   BL,PARDEE                       ST,33.9491,-118.3703,90304
1709144,181213701,05/13/2018 12:00:00 AM,05/13/2018 12:00:00 AM,125,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,1259 0342 1100 1402 0302 0430 1309 1822 0906 1407,15,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,300 W  MANCHESTER                   AV,,33.9622,-118.285,90003
1710097,180621863,10/11/2018 12:00:00 AM,10/11/2018 12:00:00 AM,53,6,Hollywood,642,1,110,CRIMINAL HOMICIDE,1402 0411 1218,48,M,W,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,998.0,,,7500 W  SUNSET                       BL,,34.0981,-118.3567,90046
1710587,181916813,09/02/2018 12:00:00 AM,09/02/2018 12:00:00 AM,50,19,Mission,1902,1,110,CRIMINAL HOMICIDE,0430 0906 0334 1100,19,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,110.0,,,,14500    TYLER                        ST,,34.3143,-118.4487,91340
1711066,181506347,02/14/2018 12:00:00 AM,02/14/2018 12:00:00 AM,1751,15,N Hollywood,1526,1,110,CRIMINAL HOMICIDE,0430 1402 1414 1313 0371 1100 0342 0319 0906 1309,26,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,906.0,,,11600    SYLVAN                       ST,,34.1849,-118.3845,91606
1711138,181200815,05/19/2018 12:00:00 AM,05/19/2018 12:00:00 AM,2230,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,1100 1309 0309 0906 0302 0430 1402 1407,21,M,B,247.0,CAR WASH,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,MANCHESTER                   AV,CIMARRON                     ST,33.96,-118.3161,90047
1711141,181201032,08/17/2018 12:00:00 AM,08/17/2018 12:00:00 AM,2335,12,77th Street,1204,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0361 0913 0334 0302,18,M,B,121.0,YARD (RESIDENTIAL/BUSINESS),106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,1000 W  46TH                         ST,,34.0017,-118.2915,90037
